exa,博主头像,博主id,博主,博主主页,博文,博文独立网址,发布时间,发布终端,转发数,评论数,点赞数,<fullpath>,<createdate>,,,,,count,forward,comment,likes
聂树斌,http://tva3.sinaimg.cn/crop.13.10.271.271.50/6a5ce645jw8f0pmtva9puj208c08cq3o.jpg,1784473157,中国新闻网,http://weibo.com/chinanewsv?refer_flag=1001030103_,【聂树斌案复查第三次延期 再延长复查期限三个月】记者从山东高院了解到，山东高院复查聂树斌故意杀人、强奸妇女一案，因案件重大、复杂，复查工作涉及面广，经报请最高人民法院批准，决定再次延长复查期限三个月(至2016年3月15日止)。,http://weibo.com/1784473157/D8nnWFlvG?refer_flag=1001030103_,2015-12-14 14:53,360安全浏览器,30,18,69,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,30,18,69,,,,
聂树斌,http://tva2.sinaimg.cn/crop.20.23.135.135.50/60718250jw8ev8xr8xk42j2050050aa0.jpg,1618051664,头条新闻,http://weibo.com/breakingnews?refer_flag=1001030103_,#拍案#【聂树斌案复查第三次延期，还是三个月】山东高院复查聂树斌故意杀人、强奸妇女一案，因案件重大、复杂，复查工作涉及面广，经报请最高法批准，决定再次延长复查期限三个月(至2016年3月15日止)。此前，2015年6月和9月，聂树斌案复查均曾延期三个月。|聂树斌案延...,http://weibo.com/1618051664/D8nbpw1Dx?refer_flag=1001030103_,2015-12-14 14:22,微博 weibo.com,468,54,310,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,468,54,310,,,,
聂树斌,http://tva4.sinaimg.cn/crop.31.0.476.476.50/be6f0734jw8ev8tqbgicfj20es0d875r.jpg,3194947380,凤凰网山东,http://weibo.com/u/3194947380?refer_flag=1001030103_,【山东高院第3次申请聂树斌案复查延期】12月11日下午，山东省高院电话通知聂树斌母亲张焕枝已向最高人民法院申请再度延长该案复查期限，正在等待最高院的回复。张焕枝称，山东省高院告诉她此次延期的理由与前两次一致，因“案件重大、复杂”。详情戳|因案件重大...,http://weibo.com/3194947380/D8l1KsQGB?refer_flag=1001030103_,2015-12-14 8:53,微博 weibo.com,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,0,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/7702c7f3jw1e8qgp5bmzyj2050050aa8.jpg,1996670963,诗人赵红娟,http://weibo.com/hongjuanzhao?refer_flag=1001030103_,我评论了新闻【山东高院3次申请聂树斌案复查延期 称案件复杂】：做母亲的一直相信他的儿子聂树斌是最好的，是冤枉的，可事情并不是想象的那样简单，我真是很同情和可怜这位年迈的母亲为他的儿子奔波了十年，还有林森浩绝望痛 |山东高院3...,http://weibo.com/1996670963/D8dCV9HPH?refer_flag=1001030103_,2015-12-13 14:02,新浪山东,2,4,4,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,2,4,4,,,,
聂树斌,http://tva3.sinaimg.cn/crop.750.307.557.557.50/575769adjw8f2m23dzbhkj21kw16oe81.jpg,1465346477,假行僧老巩,http://weibo.com/234541319?refer_flag=1001030103_,12月11日下午17时，聂树斌母亲张焕枝接到山东省高级人民法院工作人员口头通知：因聂树斌案案情复杂重大，复查决定再度延期，与此前两次延期不同的是，本次未提及具体延期时限。,http://weibo.com/1465346477/D87ClC5dy?refer_flag=1001030103_,2015-12-12 22:44,,68,19,12,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,68,19,12,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/e343f180jw8f38p3webl9j20ro0rptcs.jpg,3812880768,梵高先生的1984,http://weibo.com/u/3812880768?refer_flag=1001030103_,说话讲良心 林父申冤怎么不对了 一口一个林森浩已经认罪了父亲还在无罪辩护 在里面的是林森浩 发生了什么只有自己知道 聂树斌也认罪了母亲一直申冤 同样的例子为什么拿林森浩与朱令案比较而不是与聂树斌比较？也说了质谱图简单的一张图为什么迟迟不提供？说话讲良心 |林森浩作死...,http://weibo.com/3812880768/D84uaFOGh?refer_flag=1001030103_,2015-12-12 14:46,魅蓝 Note,1,1,4,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,1,1,4,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.180.180.50/4bae8fb6jw1e8qgp5bmzyj2050050aa8.jpg,1269731254,李英俊律师,http://weibo.com/lawyerliyingjun?refer_flag=1001030103_,【山东高院第3次申请聂树斌案复查延期 称案件复杂】京华时报讯 昨天晚上，记者从聂树斌案申诉代理律师李树亭、聂树斌母亲张焕枝处获悉，当天下午，山东省高院电话通知他们，已向最高人民法院申请再度延长该案复查期限，正在等待最高法院的回复。,http://weibo.com/1269731254/D83zi2hV5?refer_flag=1001030103_,2015-12-12 12:26,微博 weibo.com,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,0,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.179.179.50/6762d6aajw1ev8pj4l2kzj2050050glv.jpg,1734530730,大河报,http://weibo.com/dahebao?refer_flag=1001030103_,"【因""案件重大、复杂"" 山东高院第三次申请聂树斌案复查延期】12月11日下午山东省高院电话通知聂树斌的母亲和律师，称他们已向最高人民法院申请再度延长该案复查期限，正在等待最高院的回复。自2014年12月最高人民法院指令山东省高院复查聂树斌案以来，该案复查期限已经两度延长。http://t.cn/R4zBYUX",http://weibo.com/1734530730/D7XYW0ezz?refer_flag=1001030103_,2015-12-11 22:13,微博 weibo.com,17,20,31,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,17,20,31,,,,
聂树斌,http://tva3.sinaimg.cn/crop.245.0.680.680.50/eae6cf94jw1ek9g2tvzobj20sg0izn3n.jpg,3940994964,过去的老照片,http://weibo.com/u/3940994964?refer_flag=1001030103_,山东高院因案件重大第3次申请聂树斌案复查延期 |山东高院因...,http://weibo.com/3940994964/D7XEhmj9S?refer_flag=1001030103_,2015-12-11 21:22,网易新闻,2,4,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,2,4,2,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.180.180.50/657e68d0jw1e8qgp5bmzyj2050050aa8.jpg,1702783184,大案,http://weibo.com/bigcases?refer_flag=1001030103_,【山东高院第三次申请聂树斌案复查延期】自2014年12月最高人民法院指令山东省高院复查聂树斌案以来，该案复查期限已经两度延长。11日下午，山东高院电话通知聂树斌家人及律师，已向最高人民法院申请再度延长该案复查期限，正在等最高院的回复。http://t.cn/R4zuiRU,http://weibo.com/1702783184/D7XD2gZ94?refer_flag=1001030103_,2015-12-11 21:19,HTC One max,59,30,15,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,59,30,15,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.1242.1242.50/c2bd07dfjw8f0mwwdmg41j20yi0yjgny.jpg,3267168223,王万琼律师,http://weibo.com/u/3267168223?refer_flag=1001030103_,转发【聂树斌案复查最新消息：继续延期！】今天下午4点50分，接山东高院聂树斌案复查合议庭电话通知：因本案案情复杂，合议庭未能在上次延长的复查期限内完成复查工作，决定报请最高院再次延长复查期限，并强调代理律师可以继续调查取证，并请转告聂母。相关情况会及时通报代理律师及聂树斌的近亲属。,http://weibo.com/3267168223/D7WtrClC7?refer_flag=1001030103_,2015-12-11 18:22,iPhone 6 Plus,11,2,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,11,2,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/5ff29ca4jw8f13gyigls4j20ro0rpq5r.jpg,1609735332,李蒙不蒙你,http://weibo.com/209099768?refer_flag=1001030103_,#林森浩投毒案被核准死刑#9、废除死刑的一大好处，是可以避免很多冤假错案。像聂树斌案，像呼格吉勒图案，都是被冤杀的错案。而没有被发现被报道的冤杀错案，一定更多。试想，如果废除了死刑，严打还搞得下去吗？让无辜者都活着，留着他们的嘴，就总有平反昭雪的一天。,http://weibo.com/1609735332/D7Miroykl?refer_flag=1001030103_,2015-12-10 16:28,360安全浏览器,5,1,5,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,5,1,5,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/647e6e7fjw1e8qgp5bmzyj2050050aa8.jpg,1686007423,疲民微言,http://weibo.com/u/1686007423?refer_flag=1001030103_,【对聂树斌案件相关问题的回应（1-8）】聂案 “出现新证据”和“事实错误”及“程序违法”铁证如山。对这些问题视而不见或模糊不清都不是合格的法律人。不知法官们究竟还需要什么条件。聂树斌案是照妖镜，让形形色色的社会主体毕露原形...... |对聂树斌案...,http://weibo.com/1686007423/D7sRuu6uz?refer_flag=1001030103_,2015-12-08 14:59,微博 weibo.com,1,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=3,2016-12-7 12:43:58,1,1,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/615b9f4ejw1e8qgp5bmzyj2050050aa8.jpg,1633394510,韩国权律师,http://weibo.com/526220128?refer_flag=1001030103_,发表了一篇转载博文《[转载]《对聂树斌案件相关问题的回应》-关于聂树斌强奸罪的认定》|[转载]《对...,http://weibo.com/1633394510/D7d9vqD6M?refer_flag=1001030103_,2015-12-06 22:59,新浪博客,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,0,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/5ff29ca4jw8f13gyigls4j20ro0rpq5r.jpg,1609735332,李蒙不蒙你,http://weibo.com/209099768?refer_flag=1001030103_,【聂树斌案若不再审，中国法律人永远不服！】 聂树斌案的案卷已经公之于众，河北公安当年的办案过程，已经彻底暴露在全世界面前。如果依然不启动再审，党的政法工作还有什么公信力，三年来新一轮司法体制改革所取得的成果，岂不要因为聂树斌案而付之东流？ |​聂树斌案...,http://weibo.com/1609735332/D79NA3WA9?refer_flag=1001030103_,2015-12-06 14:27,360安全浏览器,139,33,30,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,139,33,30,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.1125.1125.50/6a0f9a73jw8f5j0kx9dbej20v90v9783.jpg,1779407475,徐子洋HRBTV,http://weibo.com/hrbtv2000?refer_flag=1001030103_,【死磕聂树斌案】1995年，21岁的聂树斌被河北高院以强奸罪和故意杀人罪判处死刑；2005年“真凶”王书金落网，供认奸杀康菊花。儿冤死，聂父自杀致偏瘫，聂母奔走呼号。2007年最高法院要求河北重审聂案。一晃，六年过去了。一个明显的冤案被置之不理。新的一年，继续死磕聂树斌案。实现正义，哪怕迟来。,http://weibo.com/1779407475/D70jQgAIa?refer_flag=1001030103_,2015-12-05 14:19,iPhone 6 Plus,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,0,0,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/647e6e7fjw1e8qgp5bmzyj2050050aa8.jpg,1686007423,疲民微言,http://weibo.com/u/1686007423?refer_flag=1001030103_,《对聂树斌案件相关问题的回应》续二：关于死者尸体骨折问题。北京华夏法医鉴定中心的胡志强主任和原最高人民检察院法医技术处的庄洪胜主任最终出具了尸体背部右侧第9、11、12肋骨折，第6肋疑似骨折的结论。这份论证结论在央视焦点访谈节目中，某法学专家对鉴定程序提出质疑。|《对聂树斌...,http://weibo.com/1686007423/D6RrtEt8Z?refer_flag=1001030103_,2015-12-04 15:43,微博 weibo.com,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,0,0,0,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.180.180.50/5abc51a6jw1e8qgp5bmzyj2050050aa8.jpg,1522291110,河北宋立峰律师,http://weibo.com/u/1522291110?refer_flag=1001030103_,发表了一篇转载博文《[转载]《对聂树斌案件相关问题的回应》——关于康菊花的遇害时间》|[转载]《对...,http://weibo.com/1522291110/D6PxzvuUo?refer_flag=1001030103_,2015-12-04 10:53,新浪博客,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,0,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.1080.1080.50/8d93e906jw8exlcs0iot1j20u00u0n0d.jpg,2375280902,西政应用法学院学生会,http://weibo.com/u/2375280902?refer_flag=1001030103_,应法学术沙龙准备开展，十年案件再现申述。聂树斌之案疑点重重，究竟事实怎样？谁又该被定罪？相约本周星期三晚7点在毓才楼三楼学术报告厅，专家们将带领你们推断全过程！在活动之前，同学们对本案有任何想法和问题，都以评论的方式在下方提出，在讲座上为你们一一解答～,http://weibo.com/2375280902/D5eJXgvVg?refer_flag=1001030103_,2015-11-23 23:21,iPhone 6,1,0,3,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,1,0,3,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.664.664.50/7bf2c01djw8f8rjrx90gmj20ig0ig0th.jpg,2079506461,海潮海螺音,http://weibo.com/dc7970v?refer_flag=1001030103_,平反冤假错案，能推动司法公正，能推动法制建设，维权能改变历史。请朋友们继续关注【聂树斌】案。 |聂树斌案 |...,http://weibo.com/2079506461/D4MoFeSmE?refer_flag=1001030103_,2015-11-20 23:12,Android,5,6,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,5,6,2,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/7231f3f9jw1e8qgp5bmzyj2050050aa8.jpg,1915876345,夏无异,http://weibo.com/542797323?refer_flag=1001030103_,李狗嗨果然是难得的三观超正好剧本，虽然男主总能推陈出新五花八门贱出新高度，然而最近看的一集关于民意的阐述简直不能赞同更多，中国从来就不缺少多数人的暴政和少数人的特权，想起今年初吵得沸沸扬扬的聂树斌重审以及早就被淡忘的清华投毒，虽然每个社会都有各自的弊端，掩耳盗铃却终究要凉了人心。,http://weibo.com/1915876345/D4kbnyKVV?refer_flag=1001030103_,2015-11-17 23:22,iPhone 6,1,2,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,1,2,1,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.720.720.50/ec0cc65ajw8ek8lz1nc8cj20k00k0gn7.jpg,3960260186,法卡山战士-曾建德,http://weibo.com/u/3960260186?refer_flag=1001030103_,【聂树斌案 | 启动再审的最后机会，持续呼吁，看到帮转】制造冤案的畜生还没死完吧！！！ http://t.cn/RUNIUVc,http://weibo.com/3960260186/D30CFnHwE?refer_flag=1001030103_,2015-11-09 7:44,手机QQ浏览器,3,1,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,3,1,0,,,,
聂树斌,http://tva1.sinaimg.cn/crop.2.0.508.508.50/4a0f9b93jw8f7kbnbdmfcj20e80e40t4.jpg,1242536851,万大水小朋友,http://weibo.com/sigridjin?refer_flag=1001030103_,看完《十二怒汉》剧本，再次被震撼。唇枪舌战抽丝剥茧的精彩对话，处处闪耀着理性的光芒以及对生命的尊重。人人都有思考表达的空间，有了质疑“貌似合理”的土壤，这种司法，虽然会让辛普森等逍遥法外，但绝不会有聂树斌们的枉死。Life is in their hands，Death is on their minds,http://weibo.com/1242536851/CDYMLzcQB?refer_flag=1001030103_,2015-10-07 12:21,Weico.iPhone,0,4,2,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,0,4,2,,,,
聂树斌,http://tva3.sinaimg.cn/crop.8.199.407.407.50/62e9aabajw8erpogp07eqj20c80kdac7.jpg,1659480762,龙元富律师,http://weibo.com/u/1659480762?refer_flag=1001030103_,聂树斌案 - 聂树斌，1974年11月6日出生，汉族，河北省鹿泉市下聂庄村人。1994年8月5日，石家庄市液压件厂女工康某在市西郊玉米地遭强奸后身亡，聂树斌被警方认定有重大作案嫌疑。1995年3月，石家庄市中级人民法院一审判决被告人聂树斌犯故意杀人罪和强奸妇女罪，判处死刑，剥夺 |聂树斌，19...,http://weibo.com/1659480762/CCc0exEjc?refer_flag=1001030103_,2015-09-25 18:19,分享按钮,2,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,2,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/615b9f4ejw1e8qgp5bmzyj2050050aa8.jpg,1633394510,韩国权律师,http://weibo.com/526220128?refer_flag=1001030103_,发表了一篇转载博文《[转载]众议聂树斌案复查延期》|[转载]众议...,http://weibo.com/1633394510/CBULIqMRy?refer_flag=1001030103_,2015-09-23 22:27,新浪博客,24,2,4,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=4,2016-12-7 12:44:17,1,24,2,4,,,,
